"response_id","covid_restrictions_rating","covidclean_consideration"
"GEN24_1002171","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002172","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002177","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1002180","2 - Not very","4 - Always"
"GEN24_1002182","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1002191","2 - Not very","1 - Never"
"GEN24_1002201","2 - Not very","Not sure"
"GEN24_1002210","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002211","2 - Not very","1 - Never"
"GEN24_1002221","1 - Not at all","Not sure"
"GEN24_1002226","2 - Not very","4 - Always"
"GEN24_1002229","1 - Not at all","1 - Never"
"GEN24_1002231","1 - Not at all","3 - Most of the time"
"GEN24_1002242","2 - Not very","4 - Always"
"GEN24_1002244","1 - Not at all","2 - Sometimes"
"GEN24_1002250","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002251","3 - Fairly","Not sure"
"GEN24_1002256","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002258","1 - Not at all","1 - Never"
"GEN24_1002259","2 - Not very","1 - Never"
"GEN24_1002279","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1002284","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1002291","2 - Not very","1 - Never"
"GEN24_1002297","2 - Not very","2 - Sometimes"
"GEN24_1002298","2 - Not very","3 - Most of the time"
"GEN24_1002304","3 - Fairly","2 - Sometimes"
"GEN24_1002306","2 - Not very","2 - Sometimes"
"GEN24_1002307","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002308","3 - Fairly","1 - Never"
"GEN24_1002310","2 - Not very","1 - Never"
"GEN24_1002312","1 - Not at all","4 - Always"
"GEN24_1002313","2 - Not very","Not sure"
"GEN24_1002321","2 - Not very","3 - Most of the time"
"GEN24_1002331","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002334","3 - Fairly","1 - Never"
"GEN24_1002338","2 - Not very","1 - Never"
"GEN24_1002344","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002345","4 - Very","3 - Most of the time"
"GEN24_1002346","2 - Not very","2 - Sometimes"
"GEN24_1002351","3 - Fairly","3 - Most of the time"
"GEN24_1002353","1 - Not at all","1 - Never"
"GEN24_1002354","2 - Not very","1 - Never"
"GEN24_1002361","2 - Not very","3 - Most of the time"
"GEN24_1002366","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002367","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002369","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1002370","2 - Not very","2 - Sometimes"
"GEN24_1002372","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002374","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002380","2 - Not very","2 - Sometimes"
"GEN24_1002381","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1002382","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002383","2 - Not very","2 - Sometimes"
"GEN24_1002384","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002396","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002399","1 - Not at all","1 - Never"
"GEN24_1002400","2 - Not very","1 - Never"
"GEN24_1002403","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002414","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1002416","2 - Not very","Not sure"
"GEN24_1002426","2 - Not very","1 - Never"
"GEN24_1002428","3 - Fairly","1 - Never"
"GEN24_1002430","1 - Not at all","Not sure"
"GEN24_1002435","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002436","2 - Not very","1 - Never"
"GEN24_1002437","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002438","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1002442","3 - Fairly","3 - Most of the time"
"GEN24_1002443","Don't know","Not sure"
"GEN24_1002445","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002446","2 - Not very","1 - Never"
"GEN24_1002447","2 - Not very","1 - Never"
"GEN24_1002450","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002451","1 - Not at all","1 - Never"
"GEN24_1002452","3 - Fairly","1 - Never"
"GEN24_1002466","4 - Very","4 - Always"
"GEN24_1002470","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002475","3 - Fairly","1 - Never"
"GEN24_1002478","2 - Not very","Not sure"
"GEN24_1002481","1 - Not at all","1 - Never"
"GEN24_1002488","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1002491","1 - Not at all","1 - Never"
"GEN24_1002496","1 - Not at all","1 - Never"
"GEN24_1002498","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1002505","3 - Fairly","Not sure"
"GEN24_1002507","2 - Not very","2 - Sometimes"
"GEN24_1002508","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002509","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002510","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002513","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1002514","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002519","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002524","1 - Not at all","3 - Most of the time"
"GEN24_1002525","2 - Not very","1 - Never"
"GEN24_1002530","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002536","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002538","2 - Not very","2 - Sometimes"
"GEN24_1002544","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002546","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1002549","1 - Not at all","1 - Never"
"GEN24_1002550","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002553","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002554","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002556","1 - Not at all","3 - Most of the time"
"GEN24_1002559","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1002561","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002566","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002580","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002582","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002583","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1002584","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002585","2 - Not very","1 - Never"
"GEN24_1002588","2 - Not very","1 - Never"
"GEN24_1002592","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002593","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002594","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002597","2 - Not very","1 - Never"
"GEN24_1002607","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002620","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002627","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002629","2 - Not very","2 - Sometimes"
"GEN24_1002635","2 - Not very","1 - Never"
"GEN24_1002642","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1002666","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002667","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002668","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1002670","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002671","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002672","2 - Not very","Not sure"
"GEN24_1002673","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1002674","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002677","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002681","1 - Not at all","2 - Sometimes"
"GEN24_1002688","2 - Not very","1 - Never"
"GEN24_1002694","4 - Very","1 - Never"
"GEN24_1002707","1 - Not at all","2 - Sometimes"
"GEN24_1002717","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002725","3 - Fairly","1 - Never"
"GEN24_1002727","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002731","2 - Not very","1 - Never"
"GEN24_1002733","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002741","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002753","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002758","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1002760","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002762","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002763","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002770","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002771","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1002774","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002778","1 - Not at all","1 - Never"
"GEN24_1002782","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002786","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1002794","2 - Not very","1 - Never"
"GEN24_1002797","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002799","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002803","4 - Very","1 - Never"
"GEN24_1002804","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002807","1 - Not at all","1 - Never"
"GEN24_1002808","3 - Fairly","3 - Most of the time"
"GEN24_1002812","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002813","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002816","2 - Not very","1 - Never"
"GEN24_1002817","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1002819","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002820","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002824","1 - Not at all","1 - Never"
"GEN24_1002826","3 - Fairly","3 - Most of the time"
"GEN24_1002836","2 - Not very","Not sure"
"GEN24_1002839","1 - Not at all","4 - Always"
"GEN24_1002840","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002853","1 - Not at all","4 - Always"
"GEN24_1002855","1 - Not at all","1 - Never"
"GEN24_1002856","1 - Not at all","1 - Never"
"GEN24_1002858","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002860","1 - Not at all","1 - Never"
"GEN24_1002864","2 - Not very","1 - Never"
"GEN24_1002865","2 - Not very","2 - Sometimes"
"GEN24_1002874","2 - Not very","3 - Most of the time"
"GEN24_1002880","2 - Not very","1 - Never"
"GEN24_1002881","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002882","1 - Not at all","2 - Sometimes"
"GEN24_1002883","2 - Not very","1 - Never"
"GEN24_1002884","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002888","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002889","2 - Not very","1 - Never"
"GEN24_1002892","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002894","1 - Not at all","1 - Never"
"GEN24_1002906","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002907","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002912","2 - Not very","1 - Never"
"GEN24_1002919","Don't know","Not sure"
"GEN24_1002920","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002921","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002922","2 - Not very","1 - Never"
"GEN24_1002929","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002932","2 - Not very","1 - Never"
"GEN24_1002943","3 - Fairly","1 - Never"
"GEN24_1002946","1 - Not at all","Not sure"
"GEN24_1002948","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002952","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002960","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002969","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002971","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1002974","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1002978","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002981","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002982","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002984","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002985","2 - Not very","Not sure"
"GEN24_1002986","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1002987","3 - Fairly","Not sure"
"GEN24_1002988","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002990","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1002997","1 - Not at all","1 - Never"
"GEN24_1003006","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003021","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003022","2 - Not very","Not sure"
"GEN24_1003026","1 - Not at all","2 - Sometimes"
"GEN24_1003029","1 - Not at all","1 - Never"
"GEN24_1003032","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003042","1 - Not at all","Not sure"
"GEN24_1003047","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003061","3 - Fairly","1 - Never"
"GEN24_1003064","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003065","1 - Not at all","1 - Never"
"GEN24_1003066","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003072","1 - Not at all","1 - Never"
"GEN24_1003076","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003077","3 - Fairly","Not sure"
"GEN24_1003079","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003080","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003081","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003084","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003092","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003098","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003106","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003107","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003109","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003115","1 - Not at all","3 - Most of the time"
"GEN24_1003116","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003118","1 - Not at all","1 - Never"
"GEN24_1003129","2 - Not very","1 - Never"
"GEN24_1003131","4 - Very","1 - Never"
"GEN24_1003133","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003138","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003142","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003143","2 - Not very","1 - Never"
"GEN24_1003146","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1003149","3 - Fairly","Not sure"
"GEN24_1003151","4 - Very","4 - Always"
"GEN24_1003158","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003161","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003162","1 - Not at all","1 - Never"
"GEN24_1003175","2 - Not very","1 - Never"
"GEN24_1003176","1 - Not at all","1 - Never"
"GEN24_1003178","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003181","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003185","2 - Not very","2 - Sometimes"
"GEN24_1003189","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003202","3 - Fairly","1 - Never"
"GEN24_1003203","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003205","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003206","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003209","1 - Not at all","Not sure"
"GEN24_1003214","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003215","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003216","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003221","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003223","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003235","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003240","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003250","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003257","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003259","3 - Fairly","1 - Never"
"GEN24_1003265","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003268","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003269","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003273","2 - Not very","2 - Sometimes"
"GEN24_1003277","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003278","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003279","1 - Not at all","2 - Sometimes"
"GEN24_1003280","1 - Not at all","1 - Never"
"GEN24_1003281","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003283","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003290","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003297","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003314","1 - Not at all","Not sure"
"GEN24_1003318","1 - Not at all","1 - Never"
"GEN24_1003319","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003323","3 - Fairly","1 - Never"
"GEN24_1003325","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003330","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003337","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003338","1 - Not at all","3 - Most of the time"
"GEN24_1003339","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003341","2 - Not very","1 - Never"
"GEN24_1003345","1 - Not at all","2 - Sometimes"
"GEN24_1003347","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003354","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003370","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003371","4 - Very","Haven't heard of COVIDCLEAN"
"GEN24_1003373","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003376","1 - Not at all","3 - Most of the time"
"GEN24_1003377","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003378","1 - Not at all","1 - Never"
"GEN24_1003379","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003387","1 - Not at all","3 - Most of the time"
"GEN24_1003394","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003398","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003403","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003415","2 - Not very","Not sure"
"GEN24_1003429","1 - Not at all","1 - Never"
"GEN24_1003430","2 - Not very","1 - Never"
"GEN24_1003433","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003435","2 - Not very","Not sure"
"GEN24_1003439","2 - Not very","Not sure"
"GEN24_1003445","2 - Not very","1 - Never"
"GEN24_1003448","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003449","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003454","2 - Not very","1 - Never"
"GEN24_1003456","2 - Not very","1 - Never"
"GEN24_1003461","2 - Not very","2 - Sometimes"
"GEN24_1003466","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003469","2 - Not very","1 - Never"
"GEN24_1003470","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003472","2 - Not very","1 - Never"
"GEN24_1003476","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003482","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003486","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003490","2 - Not very","1 - Never"
"GEN24_1003491","2 - Not very","2 - Sometimes"
"GEN24_1003495","2 - Not very","2 - Sometimes"
"GEN24_1003499","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003500","1 - Not at all","Not sure"
"GEN24_1003502","1 - Not at all","1 - Never"
"GEN24_1003503","2 - Not very","1 - Never"
"GEN24_1003508","1 - Not at all","1 - Never"
"GEN24_1003509","2 - Not very","1 - Never"
"GEN24_1003510","2 - Not very","2 - Sometimes"
"GEN24_1003511","1 - Not at all","1 - Never"
"GEN24_1003513","2 - Not very","1 - Never"
"GEN24_1003515","3 - Fairly","4 - Always"
"GEN24_1003525","1 - Not at all","1 - Never"
"GEN24_1003528","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1003537","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003538","2 - Not very","3 - Most of the time"
"GEN24_1003542","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003549","1 - Not at all","1 - Never"
"GEN24_1003563","4 - Very","Not sure"
"GEN24_1003570","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003577","2 - Not very","2 - Sometimes"
"GEN24_1003580","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003586","1 - Not at all","3 - Most of the time"
"GEN24_1003591","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003593","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003599","2 - Not very","1 - Never"
"GEN24_1003602","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003610","1 - Not at all","1 - Never"
"GEN24_1003611","Don't know","Haven't heard of COVIDCLEAN"
"GEN24_1003622","3 - Fairly","1 - Never"
"GEN24_1003627","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003629","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003633","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003639","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003645","1 - Not at all","1 - Never"
"GEN24_1003647","2 - Not very","3 - Most of the time"
"GEN24_1003651","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003673","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003674","3 - Fairly","1 - Never"
"GEN24_1003678","1 - Not at all","1 - Never"
"GEN24_1003684","1 - Not at all","1 - Never"
"GEN24_1003685","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003687","3 - Fairly","1 - Never"
"GEN24_1003688","1 - Not at all","1 - Never"
"GEN24_1003708","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003713","2 - Not very","1 - Never"
"GEN24_1003714","1 - Not at all","Haven't heard of COVIDCLEAN"
"GEN24_1003722","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003724","2 - Not very","1 - Never"
"GEN24_1003728","2 - Not very","2 - Sometimes"
"GEN24_1003730","2 - Not very","2 - Sometimes"
"GEN24_1003731","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003732","3 - Fairly","Haven't heard of COVIDCLEAN"
"GEN24_1003734","2 - Not very","Haven't heard of COVIDCLEAN"
"GEN24_1003735","1 - Not at all","Haven't heard of COVIDCLEAN"
