"response_id","drive_yourself","driving_information"
"GEN24_1003430","Yes","I did not receive any information"
"GEN24_1003433","No",NA
"GEN24_1003435","No",NA
"GEN24_1003439","Yes","Before arriving in New Zealand"
"GEN24_1003445","Yes","I did not receive any information"
"GEN24_1003448","Yes","I did not receive any information"
"GEN24_1003449","Yes","Before arriving in New Zealand"
"GEN24_1003456","Yes","I did not receive any information"
"GEN24_1003461","Yes","Before arriving in New Zealand"
"GEN24_1003466","No",NA
"GEN24_1003469","Yes","Before arriving in New Zealand"
"GEN24_1003470","No",NA
"GEN24_1003472","Yes","I did not receive any information"
"GEN24_1003476","No",NA
"GEN24_1003482","Yes","I did not receive any information"
"GEN24_1003486","No",NA
"GEN24_1003491","Yes","I did not receive any information"
"GEN24_1003495","No",NA
"GEN24_1003499","Yes","I did not receive any information"
"GEN24_1003500","No",NA
"GEN24_1003502","No",NA
"GEN24_1003503","Yes","I did not receive any information"
"GEN24_1003508","No",NA
"GEN24_1003509","No",NA
"GEN24_1003510","No",NA
"GEN24_1003513","Yes","I did not receive any information"
"GEN24_1003525","Yes","I did not receive any information"
"GEN24_1003527","Yes","I did not receive any information"
"GEN24_1003537","No",NA
"GEN24_1003538","No",NA
"GEN24_1003542","Yes","Before arriving in New Zealand"
"GEN24_1003549","Yes","I did not receive any information"
"GEN24_1003563","No",NA
"GEN24_1003570","No",NA
"GEN24_1003577","Yes","I did not receive any information"
"GEN24_1003586","No",NA
"GEN24_1003591","Yes","I did not receive any information"
"GEN24_1003599","No",NA
"GEN24_1003611","No",NA
"GEN24_1003622","Yes","Before arriving in New Zealand"
"GEN24_1003627","Yes","Before arriving in New Zealand"
"GEN24_1003629","Yes","I did not receive any information"
"GEN24_1003633","No",NA
"GEN24_1003639","No",NA
"GEN24_1003645","Yes","Before arriving in New Zealand"
"GEN24_1003651","Yes","I did not receive any information"
"GEN24_1003673","Yes","I did not receive any information"
"GEN24_1003674","Yes","Before arriving in New Zealand"
"GEN24_1003678","Yes","I did not receive any information"
"GEN24_1003684","Yes","I did not receive any information"
"GEN24_1003685","No",NA
"GEN24_1003708","No",NA
"GEN24_1003713","Yes","I did not receive any information"
"GEN24_1003722","No",NA
"GEN24_1003724","No",NA
"GEN24_1003726","No",NA
"GEN24_1003728","Yes","I did not receive any information"
"GEN24_1003730","Yes","I did not receive any information"
"GEN24_1003732","No",NA
"GEN24_1003734","Yes","I did not receive any information"
"GEN24_1003735","Yes","While in New Zealand"
"GEN24_1003736","No",NA
"GEN24_1003741","No",NA
"GEN24_1003742","Yes","While in New Zealand"
"GEN24_1003750","Yes","I did not receive any information"
"GEN24_1003753","No",NA
"GEN24_1003756","Yes","I did not receive any information"
"GEN24_1003760","Yes","Before arriving in New Zealand"
"GEN24_1003767","Yes","I did not receive any information"
"GEN24_1003773","No",NA
"GEN24_1003777","Yes","I did not receive any information"
"GEN24_1003781","Yes","I did not receive any information"
"GEN24_1003782","Yes","I did not receive any information"
"GEN24_1003785","Yes","I did not receive any information"
"GEN24_1003794","Yes","I did not receive any information"
"GEN24_1003795","No",NA
"GEN24_1003803","Yes","Before arriving in New Zealand"
"GEN24_1003808","No",NA
"GEN24_1003829","Yes","I did not receive any information"
"GEN24_1003834","No",NA
"GEN24_1003836","Yes","Before arriving in New Zealand"
"GEN24_1003836","Yes","While in New Zealand"
"GEN24_1003844","Yes","I did not receive any information"
"GEN24_1003846","No",NA
"GEN24_1003847","Yes","While in New Zealand"
"GEN24_1003851","No",NA
"GEN24_1003853","Yes","I did not receive any information"
"GEN24_1003857","No",NA
"GEN24_1003865","No",NA
"GEN24_1003893","Yes","I did not receive any information"
"GEN24_1003903","Yes","I did not receive any information"
"GEN24_1003906","No",NA
"GEN24_1003907","Yes","I did not receive any information"
"GEN24_1003909","Yes","I did not receive any information"
"GEN24_1003910","No",NA
"GEN24_1003911","Yes","While in New Zealand"
"GEN24_1003914","Yes","Before arriving in New Zealand"
"GEN24_1003917","Yes","While in New Zealand"
"GEN24_1003920","No",NA
"GEN24_1003926","Yes","I did not receive any information"
"GEN24_1003928","Yes","While in New Zealand"
"GEN24_1003930","Yes","While in New Zealand"
"GEN24_1003947","Yes","I did not receive any information"
"GEN24_1003954","Yes","I did not receive any information"
"GEN24_1003955","Yes","While in New Zealand"
"GEN24_1003960","Yes","I did not receive any information"
"GEN24_1003962","Yes","I did not receive any information"
"GEN24_1003964","No",NA
"GEN24_1003968","Yes","Before arriving in New Zealand"
"GEN24_1003973","Yes","Before arriving in New Zealand"
"GEN24_1003974","Yes","I did not receive any information"
"GEN24_1003975","Yes","Before arriving in New Zealand"
"GEN24_1003976","Yes","I did not receive any information"
"GEN24_1003988","Yes","I did not receive any information"
"GEN24_1003992","Yes","I did not receive any information"
"GEN24_1003994","No",NA
"GEN24_1003998","Can’t remember",NA
"GEN24_1004005","No",NA
"GEN24_1004006","Yes","I did not receive any information"
"GEN24_1004009","Yes","Before arriving in New Zealand"
"GEN24_1004024","Yes","I did not receive any information"
"GEN24_1004033","Yes","I did not receive any information"
"GEN24_1004036","Yes","I did not receive any information"
"GEN24_1004048","Yes","I did not receive any information"
"GEN24_1004061","No",NA
"GEN24_1004073","Yes","I did not receive any information"
"GEN24_1004074","No",NA
"GEN24_1004075","Yes","I did not receive any information"
"GEN24_1004090","No",NA
"GEN24_1004100","No",NA
"GEN24_1004113","No",NA
"GEN24_1004116","Yes","I did not receive any information"
"GEN24_1004119","Yes","I did not receive any information"
"GEN24_1004124","Yes","I did not receive any information"
"GEN24_1004136","Yes","I did not receive any information"
"GEN24_1004147","Yes","I did not receive any information"
"GEN24_1004149","Yes","Before arriving in New Zealand"
"GEN24_1004154","Yes","I did not receive any information"
"GEN24_1004158","Yes","Before arriving in New Zealand"
"GEN24_1004158","Yes","While in New Zealand"
"GEN24_1004161","Yes","I did not receive any information"
"GEN24_1004167","Yes","Before arriving in New Zealand"
"GEN24_1004169","Yes","Before arriving in New Zealand"
"GEN24_1004183","Yes","While in New Zealand"
"GEN24_1004193","Yes","I did not receive any information"
"GEN24_1004196","Yes","Before arriving in New Zealand"
"GEN24_1004198","Yes","While in New Zealand"
"GEN24_1004202","Yes","While in New Zealand"
"GEN24_1004203","Yes","Before arriving in New Zealand"
"GEN24_1004234","Yes","I did not receive any information"
"GEN24_1004239","No",NA
"GEN24_1004244","No",NA
"GEN24_1004245","Yes","Before arriving in New Zealand"
"GEN24_1004250","Yes","I did not receive any information"
"GEN24_1004251","Yes","Before arriving in New Zealand"
"GEN24_1004264","Yes","I did not receive any information"
"GEN24_1004271","No",NA
"GEN24_1004272","Yes","Before arriving in New Zealand"
"GEN24_1004275","No",NA
"GEN24_1004277","Yes","I did not receive any information"
"GEN24_1004279","Yes","I did not receive any information"
"GEN24_1004280","Yes","I did not receive any information"
"GEN24_1004282","Yes","Before arriving in New Zealand"
"GEN24_1004283","Yes","Before arriving in New Zealand"
"GEN24_1004283","Yes","While in New Zealand"
"GEN24_1004291","No",NA
"GEN24_1004293","Yes","I did not receive any information"
"GEN24_1004294","No",NA
"GEN24_1004299","Yes","Before arriving in New Zealand"
"GEN24_1004301","Yes","I did not receive any information"
"GEN24_1004303","No",NA
"GEN24_1004308","Yes","I did not receive any information"
"GEN24_1004317","Yes","I did not receive any information"
"GEN24_1004318","Yes","I did not receive any information"
"GEN24_1004322","No",NA
"GEN24_1004323","Yes","I did not receive any information"
"GEN24_1004339","Yes","I did not receive any information"
"GEN24_1004341","Yes","I did not receive any information"
"GEN24_1004344","No",NA
"GEN24_1004346","No",NA
"GEN24_1004362","Yes","Before arriving in New Zealand"
"GEN24_1004369","Yes","While in New Zealand"
"GEN24_1004374","Yes","I did not receive any information"
"GEN24_1004377","Yes","I did not receive any information"
"GEN24_1004388","No",NA
"GEN24_1004389","Yes","I did not receive any information"
"GEN24_1004390","Yes","I did not receive any information"
"GEN24_1004391","No",NA
"GEN24_1004403","Yes","I did not receive any information"
"GEN24_1004416","Yes","I did not receive any information"
"GEN24_1004418","Yes","I did not receive any information"
"GEN24_1004425","Yes","I did not receive any information"
"GEN24_1004427","Yes","I did not receive any information"
"GEN24_1004432","Yes","I did not receive any information"
"GEN24_1004434","Yes","I did not receive any information"
"GEN24_1004442","No",NA
"GEN24_1004445","Yes","I did not receive any information"
"GEN24_1004447","Yes","I did not receive any information"
"GEN24_1004450","Yes","I did not receive any information"
"GEN24_1004452","Yes","Before arriving in New Zealand"
"GEN24_1004455","Yes","I did not receive any information"
"GEN24_1004456","Yes","I did not receive any information"
"GEN24_1004462","Yes","I did not receive any information"
"GEN24_1004464","Yes","While in New Zealand"
"GEN24_1004465","Yes","While in New Zealand"
"GEN24_1004471","Yes","I did not receive any information"
"GEN24_1004476","Yes","I did not receive any information"
"GEN24_1004487","No",NA
"GEN24_1004488","Yes","I did not receive any information"
"GEN24_1004491","No",NA
"GEN24_1004492","Yes","Before arriving in New Zealand"
"GEN24_1004499","Yes","I did not receive any information"
"GEN24_1004516","Yes","While in New Zealand"
"GEN24_1004517","Yes","I did not receive any information"
"GEN24_1004520","Yes","Before arriving in New Zealand"
"GEN24_1004523","No",NA
"GEN24_1004524","No",NA
"GEN24_1004527","Yes","Before arriving in New Zealand"
"GEN24_1004529","No",NA
"GEN24_1004535","Yes","I did not receive any information"
"GEN24_1004541","No",NA
"GEN24_1004562","Yes","While in New Zealand"
"GEN24_1004563","Yes","I did not receive any information"
"GEN24_1004565","Yes","While in New Zealand"
"GEN24_1004569","No",NA
"GEN24_1004575","Yes","Before arriving in New Zealand"
"GEN24_1004578","Yes","I did not receive any information"
"GEN24_1004583","Yes","I did not receive any information"
"GEN24_1004584","No",NA
"GEN24_1004586","No",NA
"GEN24_1004591","No",NA
"GEN24_1004592","No",NA
"GEN24_1004594","No",NA
"GEN24_1004596","Yes","Before arriving in New Zealand"
"GEN24_1004603","No",NA
"GEN24_1004612","Yes","I did not receive any information"
"GEN24_1004614","Yes","Before arriving in New Zealand"
"GEN24_1004617","No",NA
"GEN24_1004621","Yes","I did not receive any information"
"GEN24_1004626","Yes","I did not receive any information"
"GEN24_1004633","Yes","Before arriving in New Zealand"
"GEN24_1004635","Yes","I did not receive any information"
"GEN24_1004641","Yes","I did not receive any information"
"GEN24_1004642","No",NA
"GEN24_1004643","Yes","I did not receive any information"
"GEN24_1004654","Yes","I did not receive any information"
"GEN24_1004655","Yes","While in New Zealand"
"GEN24_1004660","Yes","I did not receive any information"
"GEN24_1004664","Yes","While in New Zealand"
"GEN24_1004665","Yes","I did not receive any information"
"GEN24_1004669","Yes","I did not receive any information"
"GEN24_1004670","Yes","I did not receive any information"
"GEN24_1004685","Yes","Before arriving in New Zealand"
"GEN24_1004687","Yes","I did not receive any information"
"GEN24_1004689","No",NA
"GEN24_1004690","Yes","I did not receive any information"
"GEN24_1004695","Yes","I did not receive any information"
"GEN24_1004696","Yes","While in New Zealand"
"GEN24_1004699","Yes","Before arriving in New Zealand"
"GEN24_1004700","Yes","While in New Zealand"
"GEN24_1004701","Yes","While in New Zealand"
"GEN24_1004711","No",NA
"GEN24_1004727","Yes","While in New Zealand"
"GEN24_1004753","Yes","Before arriving in New Zealand"
"GEN24_1004756","Yes","Before arriving in New Zealand"
"GEN24_1004758","Yes","I did not receive any information"
"GEN24_1004768","Yes","While in New Zealand"
"GEN24_1004773","Yes","I did not receive any information"
"GEN24_1004777","Yes","Before arriving in New Zealand"
"GEN24_1004786","No",NA
"GEN24_1004790","Yes","I did not receive any information"
"GEN24_1004795","Yes","While in New Zealand"
"GEN24_1004803","Yes","Before arriving in New Zealand"
"GEN24_1004804","Yes","I did not receive any information"
"GEN24_1004808","No",NA
"GEN24_1004817","Yes","Before arriving in New Zealand"
"GEN24_1004819","Yes","Before arriving in New Zealand"
"GEN24_1004822","No",NA
"GEN24_1004826","Yes","I did not receive any information"
"GEN24_1004834","Yes","I did not receive any information"
"GEN24_1004839","Yes","Before arriving in New Zealand"
"GEN24_1004840","Yes","I did not receive any information"
"GEN24_1004862","Yes","Before arriving in New Zealand"
"GEN24_1004868","No",NA
"GEN24_1004874","Yes","I did not receive any information"
"GEN24_1004876","Yes","While in New Zealand"
"GEN24_1004877","Yes","I did not receive any information"
"GEN24_1004881","Yes","Before arriving in New Zealand"
"GEN24_1004887","Yes","I did not receive any information"
"GEN24_1004908","No",NA
"GEN24_1004920","Yes","I did not receive any information"
"GEN24_1004921","Yes","I did not receive any information"
"GEN24_1004924","Yes","I did not receive any information"
"GEN24_1004932","Yes","Before arriving in New Zealand"
"GEN24_1004934","Yes","I did not receive any information"
"GEN24_1004938","Yes","I did not receive any information"
"GEN24_1004939","Yes","While in New Zealand"
"GEN24_1004940","Yes","I did not receive any information"
"GEN24_1004943","Yes","Before arriving in New Zealand"
"GEN24_1004966","Yes","I did not receive any information"
"GEN24_1004969","Yes","I did not receive any information"
"GEN24_1004974","No",NA
"GEN24_1004976","Yes","Before arriving in New Zealand"
"GEN24_1004976","Yes","While in New Zealand"
"GEN24_1004978","Yes","While in New Zealand"
"GEN24_1004986","Yes","I did not receive any information"
"GEN24_1004992","Yes","Before arriving in New Zealand"
"GEN24_1004996","Yes","Before arriving in New Zealand"
"GEN24_1004997","No",NA
"GEN24_1005003","Yes","Before arriving in New Zealand"
"GEN24_1005003","Yes","While in New Zealand"
"GEN24_1005007","Yes","While in New Zealand"
"GEN24_1005008","No",NA
"GEN24_1005009","Yes","I did not receive any information"
"GEN24_1005032","No",NA
"GEN24_1005035","Yes","I did not receive any information"
