"response_id","visited_before_or_after","country","nights"
"GEN24_1009574","After","Indonesia",7
"GEN24_1009574","Before","Australia",14
"GEN24_1009574","Before","Indonesia",7
"GEN24_1009611","After","Australia",42
"GEN24_1009611","Before","Australia",14
"GEN24_1009621","After","Australia",13
"GEN24_1009650","After","Singapore",1
"GEN24_1009666","After","Canada",1
"GEN24_1009666","Before","England",1
"GEN24_1009666","Before","United States of America",1
"GEN24_1009675","Before","Australia",1
"GEN24_1009715","After","Singapore",3
"GEN24_1009718","After","Singapore",2
"GEN24_1009721","Before","Singapore",1
"GEN24_1009732","After","Fiji",10
"GEN24_1009753","After","Australia",1
"GEN24_1009753","Before","Australia",1
"GEN24_1009755","Before","United States of America",2
"GEN24_1009757","Before","Australia",12
"GEN24_1009763","After","Australia",21
"GEN24_1009763","Before","United Arab Emirates",1
"GEN24_1009766","Before","Australia",3
"GEN24_1009776","Before","Australia",21
"GEN24_1009791","After","United States of America",1
"GEN24_1009791","Before","United States of America",3
"GEN24_1009806","After","Australia",10
"GEN24_1009806","Before","Fiji",7
"GEN24_1009843","After","Cook Islands",6
"GEN24_1009843","After","Singapore",2
"GEN24_1009843","Before","Singapore",3
"GEN24_1009850","After","Singapore",1
"GEN24_1009850","Before","Singapore",3
"GEN24_1009900","After","Australia",5
"GEN24_1009903","Before","Australia",14
"GEN24_1009909","Before","Australia",1
"GEN24_1009924","After","Australia",3
"GEN24_1009924","Before","Australia",7
"GEN24_1009929","Before","Australia",1
"GEN24_1009930","After","Australia",1
"GEN24_1009930","Before","Australia",1
"GEN24_1009958","After","Australia",4
"GEN24_1009960","After","Australia",7
"GEN24_1009965","Before","United States of America",2
"GEN24_1009994","After","Korea, Republic of",10
"GEN24_1009997","After","Korea, Republic of",1
"GEN24_1009997","Before","France",3
"GEN24_1009998","After","Korea, Republic of",1
"GEN24_1009998","Before","France",3
"GEN24_1010001","Before","Australia",60
"GEN24_1010013","Before","Singapore",2
"GEN24_1010036","Before","Australia",5
"GEN24_1010051","After","French Polynesia",3
"GEN24_1010053","After","Australia",4
"GEN24_1010053","Before","Australia",4
"GEN24_1010090","Before","Australia",10
"GEN24_1010094","After","Australia",1
"GEN24_1010094","Before","Australia",28
"GEN24_1010098","Before","United Arab Emirates",1
"GEN24_1010107","After","Australia",1
"GEN24_1010108","Before","Australia",20
"GEN24_1010108","Before","Japan",28
"GEN24_1010108","Before","Laos",21
"GEN24_1010108","Before","Viet Nam",30
"GEN24_1010131","Before","United States of America",1
"GEN24_1010141","After","Colombia",21
"GEN24_1010141","After","Ecuador",21
"GEN24_1010141","After","United States of America",7
"GEN24_1010141","Before","Australia",6
"GEN24_1010150","Before","Cook Islands",6
"GEN24_1010179","Before","Australia",12
"GEN24_1010179","Before","Qatar",2
"GEN24_1010189","After","Singapore",4
"GEN24_1010189","Before","Australia",12
"GEN24_1010190","After","Singapore",2
"GEN24_1010190","Before","Singapore",1
"GEN24_1010192","After","Malaysia",7
"GEN24_1010192","After","Singapore",7
"GEN24_1010192","Before","Malaysia",3
"GEN24_1010192","Before","Singapore",30
"GEN24_1010218","After","Australia",10
"GEN24_1010218","Before","Australia",10
"GEN24_1010218","Before","Singapore",2
"GEN24_1010241","Before","Australia",10
"GEN24_1010245","Before","United Arab Emirates",1
"GEN24_1010249","Before","Canada",4
"GEN24_1010249","Before","Ecuador",21
"GEN24_1010249","Before","Ireland",7
"GEN24_1010249","Before","Jamaica",5
"GEN24_1010258","After","United States of America",1
"GEN24_1010261","After","United States of America",1
"GEN24_1010261","Before","United States of America",1
"GEN24_1010284","Before","Australia",49
"GEN24_1010300","After","Singapore",1
"GEN24_1010300","Before","England",1
"GEN24_1010310","After","Singapore",2
"GEN24_1010310","Before","Australia",7
"GEN24_1010311","Before","Singapore",3
"GEN24_1010312","After","Singapore",3
"GEN24_1010313","Before","Singapore",1
"GEN24_1010344","Before","Australia",3
"GEN24_1010363","After","Australia",25
"GEN24_1010363","Before","Malaysia",4
"GEN24_1010367","Before","Australia",40
"GEN24_1010367","Before","Indonesia",15
"GEN24_1010376","After","Australia",1
"GEN24_1010378","After","Malaysia",1
"GEN24_1010382","After","Australia",38
"GEN24_1010400","After","Australia",2
"GEN24_1010400","Before","Australia",2
"GEN24_1010410","Before","Australia",5
"GEN24_1010446","After","Qatar",1
"GEN24_1010446","After","Vanuatu",32
"GEN24_1010446","Before","Qatar",1
"GEN24_1010480","After","Australia",90
"GEN24_1010480","Before","Australia",90
"GEN24_1010524","After","Singapore",4
"GEN24_1010524","Before","Singapore",4
"GEN24_1010525","Before","Australia",10
"GEN24_1010531","After","Singapore",3
"GEN24_1010532","After","Singapore",3
"GEN24_1010532","Before","Australia",13
"GEN24_1010537","After","Japan",3
"GEN24_1010562","Before","Malaysia",1
"GEN24_1010564","Before","Malaysia",5
"GEN24_1010577","Before","Australia",28
"GEN24_1010595","After","Australia",1
"GEN24_1010595","Before","Australia",1
"GEN24_1010598","After","Australia",1
"GEN24_1010598","Before","Australia",1
"GEN24_1010620","Before","Fiji",5
"GEN24_1010628","After","Australia",1
"GEN24_1010674","After","Indonesia",20
"GEN24_1010674","Before","Australia",20
"GEN24_1010707","After","Australia",40
"GEN24_1010707","Before","Australia",31
"GEN24_1010735","Before","Australia",1
"GEN24_1010750","After","Korea, Republic of",1
"GEN24_1010753","After","Singapore",4
"GEN24_1010753","Before","Australia",20
"GEN24_1010756","Before","Australia",28
"GEN24_1010791","After","Malaysia",1
"GEN24_1010796","After","French Polynesia",2
"GEN24_1010796","Before","French Polynesia",4
"GEN24_1010800","Before","Australia",7
"GEN24_1010804","After","Fiji",3
"GEN24_1010831","After","Australia",1
"GEN24_1010831","Before","Australia",1
"GEN24_1010878","After","Qatar",1
"GEN24_1010886","Before","Australia",4
"GEN24_1010888","Before","Fiji",60
"GEN24_1010898","After","Singapore",1
"GEN24_1010898","After","Thailand",9
"GEN24_1010913","Before","Hong Kong (Special Administrative Region)",3
"GEN24_1010913","Before","Korea, Republic of",3
"GEN24_1010913","Before","Taiwan",4
"GEN24_1010913","Before","United States of America",7
"GEN24_1010922","After","Australia",35
"GEN24_1010922","After","Cambodia",10
"GEN24_1010922","After","Laos",30
"GEN24_1010922","After","Thailand",45
"GEN24_1010922","Before","Canada",25
"GEN24_1010922","Before","French Polynesia",35
"GEN24_1010922","Before","United States of America",45
"GEN24_1010924","Before","Australia",8
"GEN24_1010927","Before","Singapore",3
"GEN24_1010948","Before","Singapore",1
"GEN24_1010954","After","Singapore",1
"GEN24_1010970","Before","Australia",4
"GEN24_1010972","After","Singapore",1
"GEN24_1010972","Before","Australia",3
"GEN24_1010976","Before","Canada",1
"GEN24_1010980","Before","Australia",30
"GEN24_1010992","Before","Cambodia",14
"GEN24_1010992","Before","Laos",14
"GEN24_1010992","Before","Nepal",12
"GEN24_1010992","Before","Thailand",4
"GEN24_1011000","Before","United Arab Emirates",1
"GEN24_1011007","After","Australia",20
"GEN24_1011007","Before","Australia",2
"GEN24_1011021","After","United States of America",2
"GEN24_1011021","Before","United States of America",2
"GEN24_1011025","Before","Australia",12
"GEN24_1011030","After","Australia",11
"GEN24_1011045","After","Australia",14
"GEN24_1011058","After","Hong Kong (Special Administrative Region)",3
"GEN24_1011058","Before","Singapore",5
"GEN24_1011069","After","Singapore",2
"GEN24_1011069","Before","Australia",11
"GEN24_1011069","Before","Singapore",3
"GEN24_1011071","After","Australia",34
"GEN24_1011071","Before","Australia",17
"GEN24_1011090","After","Australia",8
"GEN24_1011090","Before","Australia",8
"GEN24_1011094","After","Australia",2
"GEN24_1011094","Before","Australia",6
"GEN24_1011096","Before","United Arab Emirates",5
"GEN24_1011097","After","Australia",1
"GEN24_1011097","Before","Australia",6
"GEN24_1011106","Before","Australia",5
"GEN24_1011107","After","Australia",30
"GEN24_1011107","Before","Australia",25
"GEN24_1011107","Before","France",15
"GEN24_1011120","Before","Australia",60
"GEN24_1011127","After","Ghana",5
"GEN24_1011127","After","Hong Kong (Special Administrative Region)",50
"GEN24_1011127","Before","Hong Kong (Special Administrative Region)",10
"GEN24_1011152","After","Japan",5
"GEN24_1011152","Before","Australia",7
"GEN24_1011155","After","Australia",20
"GEN24_1011155","Before","United States of America",1
"GEN24_1011156","Before","Singapore",6
"GEN24_1011161","After","Australia",14
"GEN24_1011161","After","United Arab Emirates",2
"GEN24_1011161","Before","Australia",17
"GEN24_1011161","Before","United Arab Emirates",3
"GEN24_1011164","Before","Indonesia",22
"GEN24_1011184","After","Korea, Republic of",11
"GEN24_1011194","After","Korea, Republic of",1
"GEN24_1011199","After","Australia",20
"GEN24_1011199","Before","Singapore",1
"GEN24_1011212","After","Canada",30
"GEN24_1011212","Before","Australia",4
"GEN24_1011213","After","Canada",1
"GEN24_1011213","Before","Canada",1
"GEN24_1011221","Before","Australia",10
"GEN24_1011221","Before","Fiji",10
"GEN24_1011221","Before","United States of America",14
"GEN24_1011224","Before","Australia",21
"GEN24_1011225","Before","Australia",1
"GEN24_1011255","Before","Australia",36
"GEN24_1011277","After","Australia",7
"GEN24_1011277","Before","Australia",7
"GEN24_1011290","Before","Australia",1
"GEN24_1011292","After","Australia",99
"GEN24_1011292","Before","Australia",90
"GEN24_1011297","After","Australia",7
"GEN24_1011297","After","Indonesia",2
"GEN24_1011297","After","Malaysia",5
"GEN24_1011297","Before","Australia",4
"GEN24_1011308","After","Australia",14
"GEN24_1011308","Before","Singapore",8
"GEN24_1011309","After","Australia",14
"GEN24_1011309","Before","Singapore",10
"GEN24_1011323","Before","Australia",1
"GEN24_1011340","After","Australia",14
"GEN24_1011340","Before","Australia",14
"GEN24_1011349","After","Fiji",3
"GEN24_1011355","Before","Australia",99
"GEN24_1011360","After","Australia",20
"GEN24_1011364","Before","India",21
"GEN24_1011364","Before","Indonesia",21
"GEN24_1011364","Before","Philippines",21
"GEN24_1011383","After","Korea, Republic of",1
"GEN24_1011393","After","Australia",4
"GEN24_1011408","Before","Australia",2
"GEN24_1011492","After","Australia",20
"GEN24_1011492","Before","Australia",16
"GEN24_1011495","After","Australia",8
"GEN24_1011495","After","Laos",20
"GEN24_1011495","After","Thailand",30
"GEN24_1011495","Before","Australia",7
"GEN24_1011495","Before","Indonesia",50
"GEN24_1011495","Before","Singapore",3
"GEN24_1011522","After","Korea, Republic of",8
"GEN24_1011522","Before","Australia",5
"GEN24_1011525","Before","Canada",15
"GEN24_1011525","Before","United States of America",10
"GEN24_1011538","Before","Singapore",1
"GEN24_1011583","After","Fiji",12
"GEN24_1011583","Before","Australia",80
"GEN24_1011634","After","Australia",12
"GEN24_1011634","Before","Australia",30
"GEN24_1011669","After","Singapore",7
"GEN24_1011682","Before","United States of America",2
"GEN24_1011710","After","Singapore",4
"GEN24_1011710","Before","Fiji",14
"GEN24_1011711","Before","United States of America",21
"GEN24_1011747","After","Australia",8
"GEN24_1011762","After","Australia",7
"GEN24_1011762","Before","Australia",7
"GEN24_1011763","Before","Singapore",2
"GEN24_1011764","After","Indonesia",18
"GEN24_1011764","After","Japan",14
"GEN24_1011764","After","South Africa",28
"GEN24_1011764","After","Thailand",25
"GEN24_1011843","After","Australia",8
"GEN24_1011916","Before","England",1
"GEN24_1011918","Before","Australia",21
"GEN24_1011952","After","England",1
"GEN24_1011952","Before","England",1
"GEN24_1011953","Before","United States of America",1
"GEN24_1012088","After","Australia",3
"GEN24_1012094","After","Australia",30
"GEN24_1012128","Before","Australia",10
"GEN24_1012169","After","United States of America",1
"GEN24_1012169","Before","United States of America",1
"GEN24_1012188","Before","Australia",8
"GEN24_1012218","After","Australia",35
"GEN24_1012218","Before","Australia",20
"GEN24_1012292","Before","Germany",1
"GEN24_1012360","After","United Arab Emirates",12
"GEN24_1012360","Before","United Arab Emirates",7
"GEN24_1012364","After","Australia",99
"GEN24_1012380","Before","Australia",1
"GEN24_1012424","Before","England",1
"GEN24_1012438","After","Singapore",1
"GEN24_1012438","Before","Singapore",1
"GEN24_1012445","After","Australia",12
"GEN24_1012445","After","Singapore",65
"GEN24_1012445","Before","Singapore",89
"GEN24_1012454","After","Korea, Democratic People's Republic of",1
"GEN24_1012460","After","Korea, Republic of",1
"GEN24_1012461","Before","Australia",5
"GEN24_1012497","Before","Australia",2
"GEN24_1012498","Before","Malaysia",30
"GEN24_1012523","After","Singapore",1
"GEN24_1012548","After","Germany",99
"GEN24_1012548","Before","Germany",99
"GEN24_1012587","Before","Singapore",2
"GEN24_1012600","Before","Australia",1
"GEN24_1012600","Before","Turkey",1
"GEN24_1012619","After","Indonesia",7
"GEN24_1012619","After","Singapore",4
"GEN24_1012620","Before","Singapore",1
"GEN24_1012624","After","Singapore",3
"GEN24_1012640","Before","Malaysia",36
"GEN24_1012647","Before","Australia",7
"GEN24_1012661","After","Australia",6
"GEN24_1012661","After","French Polynesia",8
"GEN24_1012667","After","United States of America",10
"GEN24_1012667","Before","United States of America",1
"GEN24_1012669","Before","Australia",8
"GEN24_1012669","Before","Singapore",3
"GEN24_1012669","Before","United States of America",5
"GEN24_1012739","After","Japan",1
"GEN24_1012743","After","Japan",1
"GEN24_1012743","Before","Japan",1
"GEN24_1012772","After","Singapore",1
"GEN24_1012772","Before","Singapore",1
"GEN24_1012777","After","Korea, Republic of",1
"GEN24_1012783","After","Korea, Republic of",1
"GEN24_1012786","After","Singapore",2
"GEN24_1012793","After","Singapore",2
"GEN24_1012801","Before","Australia",1
"GEN24_1012801","Before","Canada",1
"GEN24_1012834","After","New Caledonia",8
"GEN24_1012834","After","Singapore",1
"GEN24_1012839","After","Singapore",1
"GEN24_1012849","After","Australia",5
"GEN24_1012849","After","Fiji",3
"GEN24_1012849","Before","Japan",9
"GEN24_1012854","After","Singapore",1
"GEN24_1012876","After","Australia",1
"GEN24_1012877","After","Australia",10
"GEN24_1012877","Before","Australia",35
"GEN24_1012900","Before","Australia",2
"GEN24_1012953","After","Korea, Republic of",1
"GEN24_1012953","Before","Hong Kong (Special Administrative Region)",1
"GEN24_1012954","After","Korea, Republic of",1
"GEN24_1012954","Before","Hong Kong (Special Administrative Region)",1
"GEN24_1012961","After","Korea, Republic of",99
"GEN24_1012961","Before","Thailand",7
"GEN24_1012965","Before","Australia",1
"GEN24_1012965","Before","Singapore",1
"GEN24_1012983","After","Germany",10
"GEN24_1012983","Before","France",14
"GEN24_1012983","Before","Italy",15
"GEN24_1012996","After","Korea, Republic of",1
"GEN24_1012996","Before","Korea, Republic of",1
"GEN24_1013019","After","Australia",3
"GEN24_1013019","Before","Australia",14
"GEN24_1013035","After","Canada",1
"GEN24_1013046","Before","Fiji",4
"GEN24_1013068","After","Australia",1
"GEN24_1013068","Before","Australia",1
"GEN24_1013125","After","Australia",7
"GEN24_1013130","Before","Fiji",2
"GEN24_1013151","Before","Singapore",3
"GEN24_1013159","Before","Australia",3
"GEN24_1013175","Before","Australia",4
"GEN24_1013194","Before","United Arab Emirates",1
"GEN24_1013203","Before","Australia",5
"GEN24_1013232","After","Japan",4
"GEN24_1013260","After","France",10
"GEN24_1013260","Before","France",90
"GEN24_1013261","After","Singapore",2
"GEN24_1013261","Before","Singapore",2
"GEN24_1013280","Before","United States of America",8
"GEN24_1013289","Before","Singapore",3
