response_id,environment_availability_of_public_facilities_toilets_rubbish_bins_etc,environment_feeling_of_safety,environment_feeling_welcomed,environment_natural_scenery_wilderness,environment_protection_of_natural_resources,environment_protection_of_wildlife_whales_penguins_albatross_kiwi_etc,environment_quality_of_drinking_water,environment_quality_of_flowing_water_rivers_streams_sea,environment_quality_of_the_air
GEN24_1001168,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,4 - Good,5 - Very Good
GEN24_1001169,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001176,2 - Poor,5 - Very Good,4 - Good,5 - Very Good,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_1001178,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,NA,4 - Good,5 - Very Good,4 - Good
GEN24_1001182,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001183,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,NA,4 - Good
GEN24_1001187,3 - Neither good nor poor,5 - Very Good,4 - Good,5 - Very Good,2 - Poor,NA,4 - Good,4 - Good,5 - Very Good
GEN24_1001191,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good
GEN24_1001192,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,NA,5 - Very Good
GEN24_1001201,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001209,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001221,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001223,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001226,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001230,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good
GEN24_1001234,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001235,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,NA,5 - Very Good,4 - Good,5 - Very Good
GEN24_1001237,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,3 - Neither good nor poor,5 - Very Good,4 - Good
GEN24_1001248,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good
GEN24_1001253,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1001256,4 - Good,5 - Very Good,5 - Very Good,4 - Good,3 - Neither good nor poor,NA,5 - Very Good,NA,5 - Very Good
GEN24_1001257,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001258,2 - Poor,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1001262,4 - Good,4 - Good,4 - Good,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good
GEN24_1001263,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001267,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,NA,5 - Very Good
GEN24_1001272,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001277,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001281,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1001282,4 - Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001297,4 - Good,5 - Very Good,4 - Good,5 - Very Good,NA,NA,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001313,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1001315,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001316,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001317,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001325,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001336,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001338,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001350,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001355,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001362,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001367,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001370,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001385,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1001386,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001388,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001403,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001406,NA,5 - Very Good,4 - Good,5 - Very Good,NA,NA,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001407,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,2 - Poor
GEN24_1001411,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001412,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001417,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1001423,3 - Neither good nor poor,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1001428,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001429,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1001431,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good
GEN24_1001434,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001440,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,NA,5 - Very Good,4 - Good,5 - Very Good
GEN24_1001446,4 - Good,3 - Neither good nor poor,1 - Very Poor,NA,NA,NA,5 - Very Good,NA,5 - Very Good
GEN24_1001447,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001450,4 - Good,4 - Good,4 - Good,5 - Very Good,NA,NA,4 - Good,4 - Good,5 - Very Good
GEN24_1001458,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001465,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001478,3 - Neither good nor poor,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001481,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001485,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,4 - Good,4 - Good,5 - Very Good
GEN24_1001488,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001493,2 - Poor,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001507,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,3 - Neither good nor poor,4 - Good,4 - Good
GEN24_1001511,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,4 - Good
GEN24_1001514,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001515,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,NA,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001519,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,NA,4 - Good
GEN24_1001520,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001524,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_1001526,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good
GEN24_1001527,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001534,3 - Neither good nor poor,4 - Good,5 - Very Good,4 - Good,3 - Neither good nor poor,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1001540,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001542,3 - Neither good nor poor,4 - Good,3 - Neither good nor poor,NA,NA,NA,3 - Neither good nor poor,NA,4 - Good
GEN24_1001543,4 - Good,4 - Good,NA,5 - Very Good,NA,NA,5 - Very Good,4 - Good,5 - Very Good
GEN24_1001547,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001548,3 - Neither good nor poor,5 - Very Good,3 - Neither good nor poor,NA,NA,NA,5 - Very Good,NA,5 - Very Good
GEN24_1001552,5 - Very Good,2 - Poor,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_1001557,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,3 - Neither good nor poor,5 - Very Good
GEN24_1001558,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001560,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,4 - Good,5 - Very Good
GEN24_1001562,4 - Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good
GEN24_1001566,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001569,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001571,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1001572,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001579,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001587,3 - Neither good nor poor,5 - Very Good,4 - Good,5 - Very Good,4 - Good,NA,4 - Good,NA,5 - Very Good
GEN24_1001592,4 - Good,4 - Good,4 - Good,3 - Neither good nor poor,2 - Poor,NA,5 - Very Good,2 - Poor,4 - Good
GEN24_1001595,4 - Good,4 - Good,4 - Good,4 - Good,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good,3 - Neither good nor poor,4 - Good
GEN24_1001600,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,NA,5 - Very Good,2 - Poor,4 - Good
GEN24_1001610,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good
GEN24_1001613,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001615,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,NA,4 - Good
GEN24_1001622,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good
GEN24_1001624,4 - Good,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good
GEN24_1001637,4 - Good,4 - Good,3 - Neither good nor poor,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
GEN24_1001641,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001646,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001651,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good
GEN24_1001659,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001666,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001669,NA,NA,4 - Good,4 - Good,NA,NA,4 - Good,NA,4 - Good
GEN24_1001670,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001671,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001675,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001681,4 - Good,2 - Poor,4 - Good,4 - Good,5 - Very Good,4 - Good,3 - Neither good nor poor,4 - Good,4 - Good
GEN24_1001683,4 - Good,3 - Neither good nor poor,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001688,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001693,4 - Good,NA,5 - Very Good,NA,NA,NA,4 - Good,3 - Neither good nor poor,4 - Good
GEN24_1001696,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,4 - Good
GEN24_1001697,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001700,3 - Neither good nor poor,4 - Good,5 - Very Good,5 - Very Good,4 - Good,NA,5 - Very Good,4 - Good,4 - Good
GEN24_1001701,5 - Very Good,5 - Very Good,4 - Good,4 - Good,NA,4 - Good,5 - Very Good,NA,4 - Good
GEN24_1001702,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,NA,3 - Neither good nor poor,NA,4 - Good
GEN24_1001705,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001711,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001717,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001718,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001727,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good,5 - Very Good,3 - Neither good nor poor,4 - Good,4 - Good,2 - Poor,5 - Very Good
GEN24_1001728,5 - Very Good,4 - Good,2 - Poor,4 - Good,4 - Good,NA,4 - Good,NA,4 - Good
GEN24_1001733,5 - Very Good,4 - Good,3 - Neither good nor poor,3 - Neither good nor poor,3 - Neither good nor poor,NA,4 - Good,3 - Neither good nor poor,3 - Neither good nor poor
GEN24_1001738,4 - Good,4 - Good,4 - Good,5 - Very Good,3 - Neither good nor poor,4 - Good,5 - Very Good,4 - Good,3 - Neither good nor poor
GEN24_1001740,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001742,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001746,NA,NA,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,NA,NA
GEN24_1001747,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,3 - Neither good nor poor,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001749,4 - Good,3 - Neither good nor poor,4 - Good,4 - Good,NA,4 - Good,4 - Good,NA,3 - Neither good nor poor
GEN24_1001755,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_1001757,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001762,4 - Good,2 - Poor,4 - Good,4 - Good,NA,4 - Good,4 - Good,NA,4 - Good
GEN24_1001763,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001764,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001765,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001766,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,3 - Neither good nor poor,NA,5 - Very Good
GEN24_1001771,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001773,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001775,4 - Good,3 - Neither good nor poor,3 - Neither good nor poor,4 - Good,4 - Good,NA,4 - Good,NA,4 - Good
GEN24_1001779,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001785,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001790,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,5 - Very Good,NA,5 - Very Good
GEN24_1001791,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,NA,5 - Very Good,3 - Neither good nor poor,5 - Very Good
GEN24_1001793,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001794,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001796,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001797,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,3 - Neither good nor poor,4 - Good,5 - Very Good
GEN24_1001798,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,2 - Poor,5 - Very Good
GEN24_1001803,NA,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,NA,NA,5 - Very Good
GEN24_1001809,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good
GEN24_1001810,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001811,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_1001813,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001818,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001819,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001822,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001826,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good,3 - Neither good nor poor,5 - Very Good
GEN24_1001841,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001843,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001844,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001848,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001851,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,NA,NA,4 - Good,5 - Very Good,5 - Very Good
GEN24_1001852,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001853,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,4 - Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001854,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good,5 - Very Good
GEN24_1001855,4 - Good,5 - Very Good,4 - Good,5 - Very Good,4 - Good,4 - Good,5 - Very Good,4 - Good,5 - Very Good
GEN24_1001856,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,5 - Very Good
GEN24_1001857,4 - Good,4 - Good,4 - Good,5 - Very Good,4 - Good,4 - Good,4 - Good,4 - Good,4 - Good
